"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Tonga","TON","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","8969498.62547454","5907857.75388","6895320.47017077","12266224.1043837","13921305.6114465","16007743.1109087","18399218.5704436","19379247.3881732","17861261.2612613","15379552.4352786","15846078.6367763","16456550.802139","18108808.2901554","24709903.4435615","21742550.6555423","21001697.7928693","22127872.8983495","24298864.2268577","25057803.4682081","40375700.6514165","54844598.3161539","58006169.3319263","38028333.9928769","39486058.9812332","39067163.7075883","42031236.6542615","44418659.3092172","45711854.2985595","42808198.588021","48117856.9682749","58847907.960584","62113046.941112","65222949.0188246","72744528.6195286","78085007.4315577","111172222.510239","147422848.097811","171603044.4274","106090667.897105","97493792.4184738","107508105.604447","101890331.890332","124461886.451029","117169751.116784","129997799.198908","118921258.819965","103050177.795338",
"South Asia (IDA & IBRD)","TSA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","7884918530.17795","9030719516.44018","9423893239.49294","11111992898.0849","13333115326.8351","14584822710.4688","10830874277.6208","11925398954.9488","12392716774.9178","13415580142.6895","14798722941.4349","16150959029.4634","16478681155.8098","18429844351.7363","25784076515.1266","23724695924.7678","24810606253.1762","31207271886.5132","37579475370.7249","43626163902.0654","46277807673.9023","61592271826.8385","63275086787.2493","57876820041.0216","62058453470.5633","74899374793.5508","78777159578.0177","86905465876.9633","94161032453.7099","96817063614.301","105991568832.301","87113044840.0028","100363402996.017","86072058635.5439","109723158667.914","131789471335.146","119104576512.3","137407371036.654","136392819741.835","173774225789.186","157919461334.696","182235962480.587","192737083340.489","229832892527.626","298635611265.262","365571710185.367","434864882911.612","588638641545.301","548135665088.932","615198798542.595","766137332477.134","831450243050.46","816166089363.834","749678024423.108","828916289800.84","820067934644.555","871448675055.028","1027447028509.47","1098708872616.87","1074988777349.15","954535452787.388","1227184632046.36",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","230294424223.474","190023885327.046","132263515471.006","90132164426.7506","72071892197.5418","71897893530.9111","71104910401.7982","71139855128.1951","75454327304.8339","88155953348.3675","86793762591.6678","75058936023.9865","63597956078.4347","70924353880.0932","80884670719.7249","82361875357.4998","85625953003.0363","89229578247.3783","86161766727.8774","89200215352.0401","84036928768.3777","90784948724.8799","118271769706.212","149670952072.229","177422430243.854","220030569071.086","244859472509.173","290331456506.646","284304397125.329","308371846980.911","342416737704.541","360298175322.488","391691598695.199","426840819819.787","384490442849.609","345957455762.203","376747199262.629","381863287573.063","416182990442.162","388842041609.885","454190140608.684",
"Trinidad and Tobago","TTO","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","276571428.571429","263238095.238095","273523809.523809","278476190.47619","289523809.523809","304380952.380952","362593230.06311","508279186.753301","581119544.59203","915005727.376861","1212776534.92419","1381996268.65672","1560606060.60606","1835655934.6468","2115375153.75154","2567300568.04149","2724787363.30498","2580497714.57593","2796994696.52328","2963439752.83213","2536728579.98802","2398866498.74055","2277060456.13612","2090930286.78014","2415569366.90193","3326818181.81818","3397934782.6087","4524310266.84758","4271595098.13689","3852510873.86319","4453737971.87269","4899527429.62811","5074328601.13934","5432774216.21147","5648794469.73529","5561319034.07018","5776742892.88941","5510445241.61215","6402949165.69655","7266238458.45042","6996608601.81902","8061307287.75357","9215701576.40081","11450125801.4772","10554617492.4091","11937930068.4644","12048608325.0462","12346805813.4324","11619832522.9273","11036308947.3994","9952130913.53997","9082867783.9851","8978631065.55344","9802221466.62133","8298834514.72192","5415339212.06087","7126247987.11755",
"Turkiye","TUR","Gross capital formation (current US$)","NE.GDI.TOTL.CD","1396303901.43737","800000000","955555555.555556","1211111111.11111","1222222222.22222","1355555555.55556","1811111111.11111","1977777777.77778","2344444444.44444","2600000000","2513043478.26087","2234899328.85906","3422535211.26761","3964788732.39437","6381294964.02878","8375000000","10391304347.8261","12127777777.7778","9860082304.52675","12954983922.8296","12501315789.4737","12694773375.0528","10942277288.023","10044487418.887","9706556125.23181","11102660431.47","14272879571.8373","22374208150.0752","22842760220.7614","25149315636.6653","36989925785.0834","34074380952.381","37019652173.913","47953272727.2727","27863841216.2162","43174098253.2751","44554635135.1351","47668973008.5583","65903364019.9463","54709872254.0592","65059735924.5042","36366519827.0235","50711662752.1231","70181240588.9799","102144246860.751","135708926987.199","163489209590.48","194872683398.572","221423224663.849","148140263612.903","207865054697.897","260044389552.239","247197356236.08","283690166246.454","271990758693.169","243730405257.353","243684520115.228","263662186480.634","228692074020.379","191751544026.931","227240069000.942","261084473876.887",
"Tuvalu","TUV","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1112040189.50465","1305331236.81883","1253046188.53165","1069762679.07638","1111902751.57962","1039997967.85346","1080810660.15238","1144873779.34972","2560408577.05283","2314974832.26455","2335016519.31483","2486866396.58051","2557145305.08923","3147961663.83704","4083132597.80189","5040583866.71252","5655295117.34164","7132178137.89245","10482642964.4907","9991258223.41551","10250079850.2463","12038516290.1037","13816002288.6708","17116473988.076","18813738791.8856","15520610982.9372","16014679840.4951","18138171252.4632","21876062035.1777","24243740604.1596","25599371252.6255","29319340505.3486",
"Uganda","UGA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","46379454.9266247","44948637.3165618","50056603.7735849","66095387.8406709","71203354.2976939","99439775.9103641","106442577.030812","130252100.840336","135854341.736695","163865546.218487","176470588.235294","228291316.526611","173669467.787115","148459383.753501","243937232.524964","190000000","153000000","177647058.823529","200434782.608696","140750000","76600000","75000000","198000000","166000000","294307751.971388","307337914.197397","331392456.376334","609284673.887296","702466666.666667","587600954.20815","546834277.075299","503948321.854303","455448143.417217","490981260.252161","585868068.503506","714413707.529509","1219355424.74393","1139674297.76303","1083014215.16502","1172666367.86543","1206681172.15591","1127337527.04739","1249146324.40821","1386397974.5184","1599464527.47104","2065441522.52748","2108313867.1153","2628449875.19381","3318083378.03448","6556332250.43299","6985160707.24894","7240608867.35439","6943770770.65357","8911689803.98329","8514208122.75823","7462122673.83822","7422324120.34439","7567457932.16222","8010684007.64605","9025445748.95114","9105286567.34151","9762154274.93187",
"Ukraine","UKR","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20411280639.515","25474828242.8979","23810619469.0266","18564338716.7176","12865242769.9655","10101667012.845","10755223827.6844","8718922514.79894","5530759321.13113","6411528987.90486","8574672846.74522","8875079788.23264","11412417724.6048","14180673058.8456","20084687884.1688","27459603960.396","41320000000","51528516099.6355","20747124961.495","25943595947.3764","34618454741.7039","35814916781.3791","31290879519.5796","17884778786.3747","14504250458.9214","20280807630.1401","22378574705.0375","24330471866.326","22913726127.4646","13989576184.7352","27646539276.2642",
"Upper middle income","UMC","Gross capital formation (current US$)","NE.GDI.TOTL.CD","74954571328.7901","49272637769.5265","43302522980.135","49957615947.8027","61421933843.4598","73611852420.9083","84664197186.4053","75874167530.9527","79843726751.4738","93509969975.6905","116342726687.05","127653240871.876","138798256545.043","185121609021.577","237807372375.578","277036916547.498","273518843821.775","303122839644.171","320280763753.727","383022966669.259","453555234208.956","500459115998.913","442614074794.523","382852788020.759","397947303161.519","440604815065.412","427795793696.247","464214174418.422","552939830439.62","609118325578.12","701430245693.68","674163497084.968","701187458783.305","764412392321.895","850712748251.052","919926194705.5","988188673133.402","1024095196933.2","969883731976.666","902064792159.992","1028019727804.07","1057751090810.27","1086650170604.8","1287963839868.07","1617962565286.72","1906017615177.2","2309383054275.98","2973910120340.95","3845322244021.16","3717422552390.53","4751508546130.11","5875126139887.89","6341191514379","6929159400877.18","7149136433236.64","6654512165904.38","6537770478175.53","7264208683586.53","8049141820043.34","8098870737534.05","8054771763602.56","9640299078200.65",
"Uruguay","URY","Gross capital formation (current US$)","NE.GDI.TOTL.CD","274160383.824537","369263231.932478","334949316.879683","264323002.709311","283085633.404105","258301820.511231","298747302.460305","300108610.735314","220828624.910504","299596774.193548","72580645.1612903","497983870.967742","375640982.167415","1352153821.20537","648438993.745049","668655488.118506","768599545.798637","884052450.464526","1115130666.92345","1726464693.37219","1762909892.53238","2363290189.28409","1817083294.23314","727255802.046789","588174253.443615","538445569.219819","657494353.975989","1053192149.76809","1204901982.66147","1018283004.22745","1134537572.25434","1694941765.37642","1981297606.45332","2346523813.14861","2773512163.20704","2973328240.66782","3126612308.38706","4037787010.9513","4401305121.32469","3615659114.76017","3299562861.5822","2994365820.5134","1778764242.36722","1831695866.87795","2390791445.73192","3073027554.68041","3810274792.92497","4571161356.56768","7047419465.08953","6213382448.59979","7818253269.05725","10015665743.3391","11747429662.3438","12935559541.2468","12135644386.1309","10497909629.1634","9990512276.79311","10167560143.5327","9647077366.20961","8963885515.4104","9332144130.54914","10903867116.5379",
"United States","USA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","229845000000","255333000000","288831000000","332566000000","350692000000","341656000000","412870000000","489776000000","583944000000","659753000000","666046000000","778569000000","737977000000","808682000000","1013272000000","1049527000000","1087233000000","1146813000000","1195364000000","1270134000000","1283818000000","1238437000000","1309124000000","1398709000000","1550658000000","1625177000000","1752014000000","1922205000000","2080672000000","2255537000000","2427258000000","2346725000000","2374093000000","2491277000000","2767457000000","3048006000000","3251847000000","3265035000000","3107208000000","2572572000000","2809976000000","2969181000000","3242785000000","3426416000000","3646745000000","3859763000000","3844982000000","4053902000000","4354223000000","4558260000000","4433432000000","4920488000000",
